Caption,Date,FileURL,Filename,InstaURL,Title,Latitude,Longitude,Address,Notes
"Ashford Academy, Ashford. Built c. 1825-1829. This is the only building on Ashford's town green. (Btw if you like Colonial-era burial grounds, continue past it up the hill and you'll find the lovely old Babcock Cemetery.) This schoolhouse was recommended to me by someone here on Instagram, and I thought I'd never seen it before. After I took this picture, though, I remembered I'd written a blog post including a photo of the Ashford Academy back in 2010. I simply have a terrible memory and forgot to tag that post with ""schoolhouse.""😀 #ashford #ashfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",8/14/15 12:07,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11378272_601712479969897_778046834_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=199014d654bfc06b309baa057f664e24&oe=5E7C3A20,11378272_601712479969897_778046834_n.jpg,instagram.com/p/6XPq0ZoeRP,"Ashford Academy, Ashford",41.8753087,-72.1269544,"Fitts Road, Ashford CT",
"White Oak School, Southbury. Built c. 1840. This school is located on the same street as the school in my previous post. There's more on how both of them got their names here: http://www.thesizeofconnecticut.com/2013/08/southbury-2-for-1.html?m=0 #southbury #southburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",8/9/15 19:26,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11356863_1652712131609959_1298992310_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=245a6d66e6e606d75304f1184304c80c&oe=5E873D0C,11356863_1652712131609959_1298992310_n.jpg,instagram.com/p/6LJ8FbIeTz,"White Oak School, Southbury",41.50103,-73.2121567,"886 Main Street North, Southbury CT",
"Bullet Hill School, Southbury. It was built in 1762, according to the Southbury Historical Society, which calls it the oldest public building in the town. Others say it was built later; the National Register of Historic Places, for one, says 1790. It was also known as the Brick School. #southbury #southburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",8/7/15 13:23,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11849284_1028215983879052_1343951850_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=3776c631337f8a8e5d3aef6f65c49f17&oe=5E6E6448,11849284_1028215983879052_1343951850_n.jpg,instagram.com/p/6FW2FyoeX3,"Bullet Hill School, Southbury",41.4834934,-73.212557,"250 Main Street North, Southbury CT",
"Peter Parley Schoolhouse or West Lane School or Little Red Schoolhouse, Ridgefield. Built c. 1756. This school is not unusual in that it's located on a small island of land between busy roads. Supposedly, schools were built at crossroads like this so that no one could dispute the town's ownership of the land. There's more about the school's history here: 
http://www.thesizeofconnecticut.com/2014/01/peter-parley-schoolhouse.html?m=1 #ridgefield #ridgefieldct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",8/5/15 14:01,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11311376_116567188688782_1992408770_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=173724e6e036328a3620e856494ca119&oe=5E7AA767,11311376_116567188688782_1992408770_n.jpg,instagram.com/p/6ARiBKIeVa,"Peter Parley Schoolhouse, Ridgefield",41.2669959,-73.5076362,"West Lane and South Salem Road, Ridgefield CT",
"Former schoolhouse, current North Woodstock Library, Woodstock. Built in 1843. The library moved into this building in 1950. There are still some original school desks inside. (And don't worry, the leaves aren't changing yet - I took this pic last fall;) #woodstock #woodstockct #northwoodstock #northwoodstockct 
#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse
#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",8/2/15 13:40,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11282784_816578731774092_132624996_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=495998fea0c6f34e328cf15a7dd7a277&oe=5E87E583,11282784_816578731774092_132624996_n.jpg,instagram.com/p/54gwT8IeYL,"Former schoolhouse, current North Woodstock Library, Woodstock",41.9954323,-71.9998003,"1286 Route 169, Woodstock CT",
"Moor's Charity School, Columbia. Built in 1755 (in what was then the town of Lebanon.) This building housed a Christian school founded by Reverend Eleazar Wheelock, who intended to prepare Native Americans to return to their tribes as missionaries. His school wasn't much of a success in this location, but in 1770 Wheelock moved to New Hampshire and the rest is Ivy history: the plaque on the front of the school reads: ""Proudly remembered for two hundred years by generations of Dartmouth men as seeding ground of Dartmouth College and faithful steward of Eleazar Wheelock's generous and crusading spirit."" #columbia #columbiact #dartmouthcollege #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/30/15 11:05,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11821949_1450557118587229_283994375_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=854b63b652265efa921ab60bedb58bd2&oe=5E7D8F92,11821949_1450557118587229_283994375_n.jpg,instagram.com/p/5wgrq_oebq,"Moor's Charity School, Columbia",41.7031364,-72.3027724,"325 Route 87, Columbia CT",
"Cannondale School, Wilton. Built in 1872. Now it is a restaurant, called the Schoolhouse at Cannondale, located at Cannon Crossing. More about Cannondale and Cannon Crossing's other historic buildings here: http://www.thesizeofconnecticut.com/2012/02/6-useful-well-maybe-not-facts-about.html?m=0 #wilton #wiltonct #cannondale #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #scenesofnewengland #scenesofct #ig_connecticut #connecticutgram #ig_newengland #igersnewengland #ctlove #ctvisit #cannondalect #cannoncrossing",7/28/15 13:58,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11351871_912981058789854_1248812248_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=75ea6f3d5eeee268f9a41f75d513e2db&oe=5E738EDC,11351871_912981058789854_1248812248_n.jpg,instagram.com/p/5rq6juoedt,"Cannondale School, Wilton",41.2170467,-73.425862,"34 Cannon Road, Wilton CT",
"Sometimes the school is gone, but its memory is preserved. The Gates Hill School in Salem burned down, but this sign remains. #salem #salemct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/27/15 20:16,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/10518131_812307732199231_91492473_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=72ba7568d9307cf502733bc7848028de&oe=5E6CBD24,10518131_812307732199231_91492473_n.jpg,instagram.com/p/5pxYljoeei,"Gates Hill School sign, Salem",,,,sign only
"Lee Academy, Madison. Built in 1821. #madison #madisonct 
#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",7/25/15 17:49,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/10950559_734774313299396_1815093356_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=108&oh=0c1a37d28794773d7e41dbdce6b1b115&oe=5E73A2A2,10950559_734774313299396_1815093356_n.jpg,instagram.com/p/5kW9hsoeQc,"Lee Academy, Madison",41.2795884,-72.6014945,"14 Meetinghouse Lane, Madison CT",
"Hockanum School, East Hartford. Built in 1870. #easthartford #easthartfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",7/22/15 19:10,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11202442_781542751967451_104745425_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=103&oh=4b566aec53ec99e7c050ed2fff19fa7c&oe=5E6B569C,11202442_781542751967451_104745425_n.jpg,instagram.com/p/5cxyQWIedD,"Hockanum School, East Hartford",41.7351298,-72.6279247,"165 Main Street, East Hartford CT",
"Gales Ferry School, Gales Ferry, Ledyard. Built in 1868. This was not the first school to stand at this location; an earlier one was built around 1750. #galesferry #galesferryct #ledyard #ledyardct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/20/15 21:04,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11324332_407719802766464_1138394153_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=108&oh=11d2715f545f2eee862309d3d58d1f64&oe=5E7CA711,11324332_407719802766464_1138394153_n.jpg,instagram.com/p/5X1RUiIefO,"Gales Ferry School, Gales Ferry, Ledyard",41.4282006,-72.0830362,"4 Hurlbutt Road, Ledyard CT",
"(West) Wallop School, Enfield. Built in 1800. I decided to put this one up today because I just saw this recent article about its history and summer open house days: http://www.courant.com/reminder-news/enfield-edition/rnw-en-enfield-wallop-school-0723-20150715-story.html #enfield #enfieldct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/17/15 12:41,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/10661044_930727790333398_2062855373_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=42ff60a4f6678ee37b368c630db301e8&oe=5E6EFDA5,10661044_930727790333398_2062855373_n.jpg,instagram.com/p/5PNWyKIeRz,"(West) Wallop School, Enfield",41.9537453,-72.5413486,"250 Abbe Road, Enfield CT",
"Beebe Hill School, Falls Village, Canaan. Built in 1918 to replace the 1843 original which was destroyed in a fire. #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse #fallsvillage #fallsvillagect #canaan #canaanct",7/16/15 13:03,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11356391_1719806368247046_1613003917_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=374ce073953220923afe4e16a6144167&oe=5E8CF01C,11356391_1719806368247046_1613003917_n.jpg,instagram.com/p/5MrEw1oeb3,"Beebe Hill School, Falls Village, Canaan",41.9528778,-73.3595008,"Route 7 and Beebe Hill Road, Falls Village CT",
"Brick Academy, Torrington. Built in 1835. This is the oldest building in Torrington's Downtown Historic District. That sounded quite strange to me until I read that when Torrington was first settled, the area that is now downtown was uninhabited, but was ""economically important as a source of pine timber."" (Quote from lakeridgect.com.) #torrington #torringtonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",7/15/15 17:56,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11419225_101278710221931_1905459248_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=103&oh=e8511d88c1380e2db52cb8bffa87808a&oe=5E6B742C,11419225_101278710221931_1905459248_n.jpg,instagram.com/p/5Kn1EQIeWE,"Brick Academy, Torrington",41.8051974,-73.120012,"4 George Street, Torrington CT",
"Skiff Mountain School, Kent. Built ""definitely pre-1812, and probably...nearer to 1760"" according to the Kent Historical Society. (This one is going on my favorites list!) #kent #kentct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #scenesofnewengland #scenesofct #ig_connecticut #connecticutgram #ig_newengland #igersnewengland #ctlove",7/14/15 12:22,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11249438_840329862717787_714502242_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=cb0a7931868002ee991fb24495744e3d&oe=5E6A9CC2,11249438_840329862717787_714502242_n.jpg,instagram.com/p/5Hct0VoeXO,"Skiff Mountain School, Kent",41.781969,-73.4567517,"476 Skiff Mountain Road, Kent CT",
"Goshen Academy, Goshen. Built in 1824. It is also known as Eagle Hall, and now houses the Goshen Historical Society. #goshen #goshenct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",7/13/15 12:06,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11280209_443309472497777_650174611_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=19be09f4de9186daca0304ca10124261&oe=5E80005E,11280209_443309472497777_650174611_n.jpg,instagram.com/p/5E2GuioeQT,"Goshen Academy, Goshen",41.8306516,-73.2240284,"21 Old Middle Street, Goshen CT",
"Brick School, Coventry. Built in 1825. #coventry #coventryct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/10/15 17:21,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11313526_1447194858919362_1828804368_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=21f4d62403c795d74c97185f272a4cc1&oe=5E721DB4,11313526_1447194858919362_1828804368_n.jpg,instagram.com/p/49r1qooeTf,"Brick School, Coventry",41.8183746,-72.3440493,"Merrow Road and Goose Lane, Coventry CT",
"Little Red Schoolhouse or Cow Hill Red Schoolhouse, Clinton. Built in 1800. Located on Cow Hill Road, once the site of a pasture, this school fell into disrepair like many old schoolhouses do. But it was renovated in 1918 to create a clubhouse for the Cow Hill Red Schoolhouse Association. The club apparently held ""festivals"" at the school on holidays. #clinton #clintonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/8/15 20:50,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/1172178_441705622697786_84242376_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=102&oh=4f284c848623cfa17d30a15dae092348&oe=5E716441,1172178_441705622697786_84242376_n.jpg,instagram.com/p/446JJjoeXK,"Little Red Schoolhouse, Clinton",41.3040556,-72.5449717,"Cow Hill and Airline Road, Clinton CT",
"Higganum West School House, Haddam. Built in 1858. I debated whether or not to post this because it's half covered by the leaves. But I think you can still sort of see how it looks. The plaque is on the front of the building, which has been converted into condos. (One seems to be for sale, if anyone's interested! The address is 5 Candlewood Hill Rd.) The plaque says Higganum West, but this was once called the Green School because it replaced an earlier school building that stood on the nearby Higganum Green. Confusingly, some websites call this the ""Old Green School"" and say it was built in the 1840s. Also confusingly, another school - the Higganum Union School - is also said to have replaced the original Green School. This contradictory information is all just fun for an Instagram picture, but if I were writing a newspaper article or book about old schools I think Haddam would be one town that would drive me nuts:). #higganum #higganumct #haddam #haddamct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",7/8/15 15:36,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/10844135_1152807924745217_1575566291_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=6fcd31598b596827c424d177f725fed0&oe=5E7E082E,10844135_1152807924745217_1575566291_n.jpg,instagram.com/p/44WKUkIeUW,"Higganum West School House, Haddam",41.4955977,-72.563882,"5 Candlewood Hill Road, Higganum CT",
The sign for Quasset School in Woodstock (see previous post) is as cute as the schoolhouse itself.) #woodstock #woodstockct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse,7/5/15 22:59,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11386535_1464966453815400_286719698_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=28dc6a712d3ecc2d39f4a96fab2f6037&oe=5E6E8319,11386535_1464966453815400_286719698_n.jpg,instagram.com/p/4xahS7oeVd,The sign for Quasset School in Woodstock (see previous post) is as cute as the schoolhouse itself,,,,sign only
"Quasset School, Woodstock. Built c. 1854. The first schoolhouse in this district was built in 1738, and the first public school in Woodstock was established in 1690. Random fact courtesy of the Town of Woodstock website: in 1963 ""the Lt. Ambassador of England representing Woodstock, England presented Quasset School with a portrait of King George II and a replica of the Union Jack that would have flown for the 27 years that the school was under British rule. Two oak trees from the grounds of Blenheim Palace in Woodstock, England, birthplace of Winston Churchill, were planted near the building."" #woodstock #woodstockct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/5/15 22:57,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11379938_627617907374748_437931736_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=8c865ad1c70bda3500eeaf246b313f81&oe=5E6F027D,11379938_627617907374748_437931736_n.jpg,instagram.com/p/4xaR4cIeU9,"Quasset School, Woodstock",41.9429504,-71.963222,"Frog Pond Road, Woodstock CT",
"First District School, Haddam. Built in 1866. (Located on Schoolhouse Lane, see previous post.) #haddam #haddamct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/1/15 22:16,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11356787_842380835850068_69452571_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=108&oh=a4ee6b866ecc66c0c50978a4fcbb867d&oe=5E7F94F1,11356787_842380835850068_69452571_n.jpg,instagram.com/p/4nCb0fIeWg,"First District School, Haddam",41.4774397,-72.5140166,"Schoolhouse Lane, Haddam CT",
"Occasionally, there is still a schoolhouse to be found on a Schoolhouse Lane. #haddam #connecticut #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",7/1/15 21:46,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/11381866_1604450223176413_376459551_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=8ca9ccf811042123e471eaa60411f642&oe=5E7554F6,11381866_1604450223176413_376459551_n.jpg,instagram.com/p/4m_AzfoeQQ,,,,,sign only
"Center School, Seymour. Built as a high school in 1884-6. According to electronicvalley.org, ""It was a tradition of each of the early graduating classes to engrave the year of their graduation into the granite blocks of the foundation. Today these engravings can still be clearly seen."" (The building was later used as a K-8 school, combining the student populations from a number of one-room schoolhouses.) #seymour #seymourct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",6/29/15 21:20,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11426759_1602085376728687_508664815_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=c1700d1b2fa4e2297494c03a285e9526&oe=5E7A8AD5,11426759_1602085376728687_508664815_n.jpg,instagram.com/p/4hyZ9hoeb0,"Center School, Seymour",41.3975098,-73.0762653,"98 Bank Street, Seymour CT",
"South School, East Granby. I don't know when this one was constructed; one vague mention I found indicates it may have been in the 1920s, though that seems late. (If you know, leave a comment!) This building is currently used as a thrift shop, the proceeds of which support a local food pantry. It's one of two historic CT schoolhouses - that I'm aware of - that are now thrift shops. #eastgranby #eastgranbyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",6/25/15 17:43,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11336139_861491697238683_2092156326_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=103&oh=3a682934e9eb94525ac2abcc371b525a&oe=5E69FC51,11336139_861491697238683_2092156326_n.jpg,instagram.com/p/4XGYpKIeRA,"South School, East Granby",41.9125259,-72.7395597,"32 Spoonville Road, East Granby CT",
"Old Center School, Durham. Built in 1775. #durham #durhamct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",6/23/15 15:32,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11373578_1416570548670318_22974105_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=cc74faabd856dd84663ad68116f818b3&oe=5E85A7C8,11373578_1416570548670318_22974105_n.jpg,instagram.com/p/4Rt2gXoeTV,"Old Center School, Durham",41.4714179,-72.6810025,"51 Maple Avenue, Durham, CT",
"Little Boston School, East Lyme. The sign says it was founded in 1734; that's the date when a school was known to have been founded in this area. This particular building was constructed at some point between 1803 and 1805. Located on the grounds of the 1660 Thomas Lee House, this school was named Little Boston because ""the quality of the education was considered to be comparable to that of Boston."" #eastlyme #eastlymect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",6/22/15 19:27,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11334538_1465343413777312_1574085535_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=d504b5106038b9508c3ae5e9e0f3a069&oe=5E731B14,11334538_1465343413777312_1574085535_n.jpg,instagram.com/p/4Pj3gooeXD,"Little Boston School, East Lyme",41.3177693,-72.2391412,"230 West Main Street, East Lyme CT",
"Worthington Academy, Berlin. Built in 1831. It's been a church and a courthouse, and is now the Berlin Free Library. #berlin #berlinct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse #ig_ct #scenesofnewengland #scenesofct #ig_connecticut #connecticutgram #ig_newengland #igersnewengland #ctlove",6/20/15 12:17,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11350747_629873007149952_1877074368_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=889ba9a1bf6d112905eb2a9c4f356ad4&oe=5E7B9AE2,11350747_629873007149952_1877074368_n.jpg,instagram.com/p/4JpGc_oeaC,"Worthington Academy, Berlin",41.6203946,-72.7460917,"842 Worthington Ridge, Berlin CT",
"Chestnut Hill School, East Hampton. Built in 1840. #easthampton #easthamptonct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #scenesofct #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",6/18/15 22:03,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11374553_953624711324611_1152648737_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=bdf43041607ecf50a50062f8e22b8c6a&oe=5E6EDB4C,11374553_953624711324611_1152648737_n.jpg,instagram.com/p/4FinyOIeSG,"Chestnut Hill School, East Hampton",41.5776091,-72.5011899,"6 Bevin Boulevard, East Hampton CT",
"Wylie School, Voluntown. Built c. 1850. #voluntown #voluntownct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",6/17/15 16:00,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11427428_1672535956312447_202480342_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=15f5db0013060e8c7638ed8dbaa44e31&oe=5E72A58A,11427428_1672535956312447_202480342_n.jpg,instagram.com/p/4CUNH5IeZZ,"Wylie School, Voluntown",41.6070271,-71.8446162,"Ekonk Hill Road, Voluntown CT",
"Central School, Portland. Built in 1889. Originally a high school, it is now the Portland Town Hall and Board of Education office. #portland #portlandct #ct #Connecticut #cthistory #newengland #newenglandhistory  #oldschool #oldschoolhouse #schoolhouse",6/15/15 19:31,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11352334_1851120295113525_1998393298_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=7adc1a785143f4d6f46cd2f49b2da99c&oe=5E67C9C4,11352334_1851120295113525_1998393298_n.jpg,instagram.com/p/39ix7PoeRm,"Central School, Portland",41.575404,-72.634485,"33 E. Main Street, Portland CT",
"Keeney Schoolhouse, Manchester. Built c. 1751, then rebuilt as a replica in a new location in 1975 out of wood salvaged from the original. #manchester #manchesterct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschool #oneroomschoolhouse",6/12/15 13:15,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11336161_772810706175489_1783333765_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=aa2644a5ec151d80c2675a05fa1af1b2&oe=5E769794,11336161_772810706175489_1783333765_n.jpg,instagram.com/p/31JX1dIedH,"Keeney Schoolhouse, Manchester",41.7636149,-72.525519,"106 Hartford Road, Manchester CT",
"Original chalkboard inside the Rimmon School House, Beacon Falls. #beaconfalls #beaconfallsct #ct #Connecticut #cthistory #oldschool #oldschoolhouse #schoolhouse ##oneroomschoolhouse #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #scenesofct #oldschool #oldschoolhouse #oneroomschool #oneroomschoolhouse #oneroomschool",6/11/15 10:58,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11266722_779614202135784_595279896_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=134010177e78e6565771322af614702d&oe=5E8359A8,11266722_779614202135784_595279896_n.jpg,instagram.com/p/3yU4v9Iea6,"Original chalkboard inside the Rimmon School House, Beacon Falls",,,,interior
"Rimmon School House, Beacon Falls. Built in 1779. This was the schoolhouse that sparked my interest in these little buildings. (Not the first I ever saw - there was one in the town where I grew up, Adams Academy in Westport, posted here a few weeks back.) I was researching a story about day trip options in the Valley and when I came across this building I knew I had to include it. After that, I began noticing other schoolhouses everywhere I went. Last I heard, the Rimmon School was in bad shape physically and its new owners didn't much care what happened to it. Hopefully that's no longer the case. #beaconfalls #beaconfallsct #ct #Connecticut #cthistory #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse",6/11/15 10:53,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11325233_1717274398499950_1585028135_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=495e66f2b56f4609673e62e1f287b052&oe=5E69579F,11325233_1717274398499950_1585028135_n.jpg,instagram.com/p/3yUXWUIeaZ,"Rimmon School House, Beacon Falls",41.427439,-73.073873,"10 Pinesbridge Road, Beacon Falls CT",
"Graniteville School, Waterford. Built c. 1878. The Graniteville Historic District in Waterford is named for the granite quarries that were this area's main industry beginning in the mid-19th century. This building replaced an earlier area schoolhouse and is now used by a Boy Scout troop. #waterford #waterfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #scenesofct #oldschool #oldschoolhouse #schoolhouse",6/9/15 20:57,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e15/11353503_959109974140724_1083883498_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=108&oh=dc62cfb46b8fa3f2cfeb7d146c7f0925&oe=5E7EDA91,11353503_959109974140724_1083883498_n.jpg,instagram.com/p/3uP6q5Iedm,"Graniteville School, Waterford",41.329058,-72.1584355,"239 Rope Ferry Road, Waterford CT",
